393	731	3	889730227
292	408	4	881104068
472	125	5	875979041
179	310	4	892151365
429	73	3	882387505
345	1221	3	884993703
458	744	4	886394623
232	531	4	888549647
234	686	3	892334976
806	318	5	882387484
883	28	3	891717908
828	275	3	891035614
941	1007	4	875049077
660	118	2	891198479
881	1133	2	876539360
501	410	4	883348207
77	192	3	884752900
359	405	3	886453354
182	181	5	885612967
363	809	4	891497712
843	563	2	879443545
104	1226	3	888465347
60	50	5	883326566
201	318	5	884111269
567	1204	5	882427023
145	3	3	875271562
450	747	4	882395166
831	749	2	891354225
290	180	1	880474913
679	154	4	884486658
782	1386	3	891500066
10	700	4	877892277
257	1137	5	882049896
807	89	4	892528470
94	690	4	891928703
450	182	5	882376585
381	694	4	892696929
7	378	5	891353011
450	98	4	882371732
49	208	4	888068715
327	1069	4	887819136
587	330	3	892871372
297	25	4	874954497
767	141	4	891462870
870	504	5	880584497
513	435	5	885063304
291	210	5	875086491
293	432	5	888906516
232	900	5	888364663
601	288	1	876346515
334	23	4	891545821
676	845	5	892686398
653	38	3	880152955
790	550	4	885156618
664	173	4	876525963
846	173	4	883947819
42	48	5	881107821
320	82	3	884749359
840	297	5	891203334
363	264	3	891494049
435	214	4	884131741
840	656	4	891205041
407	684	3	875045268
617	606	3	883788929
495	465	5	888635180
13	663	5	882140252
234	5	3	892334338
664	764	4	878092758
463	1067	2	877385531
758	441	3	882054797
655	1233	3	887650512
52	287	5	882922357
63	473	2	875747635
103	56	5	880416602
857	892	3	883432515
882	194	3	879879668
910	1012	4	884229250
188	632	5	875071581
104	127	3	888465201
666	650	5	880139409
796	367	5	893048150
373	4	4	877100232
896	379	2	887159805
207	69	4	877878342
299	847	4	877877649
497	657	3	879361847
409	89	5	881107539
210	127	5	887731230
425	943	4	890347172
790	217	4	885158459
450	1303	4	887136016
818	300	2	891870222
567	484	4	882426508
429	382	3	882386601
296	855	5	884197352
788	118	3	880870335
119	70	3	874781829
248	589	4	884534968
12	127	4	879959488
505	491	3	889333861
318	524	3	884496123
621	38	3	874964495
869	100	5	884493279
91	482	3	891439208
721	162	2	877147503
399	172	3	882342537
305	1073	1	886323591
347	73	2	881654773
65	476	3	879217290
437	283	1	880141716
666	245	3	880138865
222	231	2	878182005
665	1	4	884290491
246	67	2	884923893
559	238	1	891035674
128	275	5	879967016
342	286	4	874984002
237	1192	5	879376553
304	313	5	884968415
465	584	3	883531325
211	300	2	879461395
859	15	4	885776056
624	121	3	879793156
777	273	4	875979432
433	95	3	880585802
269	657	4	891449550
301	849	4	882078883
487	956	4	883530702
724	358	1	883757834
463	689	2	889936731
508	154	5	883767704
13	898	1	884538403
758	1283	4	880672876
927	210	5	879194937
730	742	3	880310553
653	984	4	884408848
101	1034	2	877136686
487	1188	3	884045361
936	298	4	886832134
22	932	1	878887277
221	298	4	875244331
495	154	4	888633277
666	692	3	880568505
836	690	3	885753435
763	209	4	878918213
151	429	5	879528673
59	12	5	888204260
551	572	1	892784672
262	785	3	879794359
224	29	3	888104457
796	378	4	893218764
538	181	3	877107700
291	423	4	874868210
720	313	3	891262608
87	824	3	879877043
796	356	4	893194646
234	507	4	892334803
43	15	5	875975546
457	758	2	882551135
94	472	3	891723707
16	158	4	877727280
416	43	1	886318186
345	1017	2	884991303
479	324	1	879459611
502	258	2	883701927
222	66	4	878183837
58	127	4	884304503
344	118	3	884900353
340	1	5	884990988
95	405	3	879194159
75	546	3	884050422
21	595	3	874951617
222	577	1	878185137
699	678	3	879147032
407	179	3	875046427
719	402	4	879360933
270	742	2	876954248
213	197	5	878955707
474	618	4	887927457
655	1462	3	887429077
929	187	5	879640290
495	98	5	888632943
785	318	4	879439232
145	281	4	875272299
880	4	4	880167843
862	61	5	879304244
846	675	2	883949379
240	307	4	885775683
541	235	1	883866049
870	58	5	875050723
181	823	2	878963343
152	724	5	884035936
145	89	4	882181605
284	332	3	885329593
293	414	4	888906576
269	1135	2	891448456
892	273	4	886608681
733	846	2	879535848
642	585	5	885606178
551	943	5	892783451
299	294	2	877618584
312	133	5	891699296
10	474	4	877886783
279	28	2	875296461
425	583	3	878738245
83	385	4	887665549
72	58	4	880036638
354	736	5	891218568
178	238	4	882826577
319	350	3	889816233
881	943	4	876537404
606	58	3	880924483
416	269	4	876696643
632	7	3	879456955
173	334	4	877556926
484	211	4	891195036
239	671	5	889179290
862	429	5	879304526
458	1338	3	886395393
229	937	2	891632347
216	824	3	880233253
453	1145	2	888206492
350	210	4	882345918
182	48	3	876436556
449	410	3	879959134
92	780	3	875660494
417	923	3	879647065
37	841	3	880915711
160	135	4	876860807
13	268	4	881514810
545	68	4	879899266
881	732	5	876538465
486	864	3	879875041
198	403	4	884209353
416	88	3	886316140
198	185	3	884209264
620	623	4	889988232
159	880	1	893256084
60	506	5	883327441
398	70	4	875717315
15	546	2	879456324
133	751	3	890588547
7	583	2	892132380
456	129	3	881372604
672	931	1	879789164
815	501	3	878694028
885	402	3	885715489
279	429	4	875306910
932	811	4	891250392
104	9	2	888465201
312	175	3	891699321
825	597	5	880756933
664	182	4	876524641
222	468	2	881060412
456	226	2	881375482
64	227	3	889740880
152	780	5	884019189
457	450	4	882392853
493	156	1	884130995
802	217	3	875985767
233	623	3	876374602
758	526	4	882052744
211	705	4	879459952
210	210	5	887730532
328	1021	3	885045740
417	179	4	879647749
655	461	2	887427130
255	259	3	883215759
189	197	5	893265291
757	233	3	888467038
215	229	3	891436469
535	707	4	879618809
724	1127	3	883758267
434	628	1	886724873
363	237	2	891496306
716	662	3	879794962
805	162	2	881698069
246	201	5	884921594
524	568	4	884636152
126	327	3	887855087
158	546	3	880132719
303	96	5	879466830
70	99	4	884067222
683	609	3	893286502
344	678	2	884813365
805	128	5	881694798
478	144	5	889396509
881	56	1	876962037
409	684	4	881109420
405	714	1	885546379
412	114	4	879716874
121	405	2	891390579
392	837	5	891038466
853	322	3	879364883
773	588	1	888539232
497	386	2	879363111
755	259	3	882570140
523	154	4	883702125
606	103	3	880923349
178	864	2	888514648
74	15	4	888333542
91	389	2	891439130
883	792	4	891694182
95	1228	3	880572689
393	501	3	889729614
125	111	3	892838322
902	268	1	879463373
749	199	5	878847171
618	433	2	891309410
429	257	4	882386121
896	489	5	887159674
284	900	4	885328991
37	68	5	880915902
405	921	1	885549634
385	423	2	879445662
184	693	3	889909142
568	606	5	877907720
507	313	5	889964121
630	815	3	885667229
942	705	4	891283095
371	1	4	877487440
495	2	2	888635595
660	179	4	891200073
500	98	4	883873811
343	510	5	876408139
468	42	4	875294549
865	547	5	880143232
92	159	4	875810543
13	878	1	883670785
130	465	5	875801596
791	322	4	879448128
62	655	3	879375453
618	12	4	891307263
479	500	4	879461255
374	1	4	880392992
621	540	3	874964657
778	616	4	890726086
749	300	4	878846365
943	541	4	888639954
457	673	4	882397829
474	381	4	887924683
889	231	3	880182444
699	880	3	893140941
450	155	4	882396564
102	53	2	888801577
62	466	3	879374785
487	470	5	883530409
786	70	4	882843534
546	98	5	885141332
810	879	5	890083124
66	257	3	883601355
200	95	5	884128979
435	382	3	884131949
875	527	4	876465230
457	825	5	882553112
276	125	4	874786876
393	65	2	887746346
290	323	3	880473346
118	508	4	875385057
21	675	5	874951897
524	638	2	884637914
533	222	5	884007368
734	95	4	891025573
236	210	2	890118153
318	105	1	884495164
672	237	2	879787811
895	275	5	879438011
145	379	3	875272299
727	125	4	883710598
621	1228	3	880740296
534	825	4	877808281
257	165	4	879547534
3	349	3	889237269
373	828	3	877111951
585	855	3	891284184
95	232	4	879196513
354	86	5	891218312
913	92	4	881725846
721	632	4	877147675
747	603	5	888639362
804	199	5	879442239
94	187	4	885870362
290	64	4	880474034
650	186	4	891370998
145	674	4	877343184
790	151	4	884461988
410	340	2	888626506
843	434	4	879447146
361	50	5	879441417
5	381	1	875636540
593	153	5	875671107
321	1028	2	879441064
157	111	3	886889876
321	199	4	879439787
85	1018	4	882995668
308	70	4	887737244
500	660	2	883874835
648	473	3	882211965
385	145	1	879449745
877	271	4	882676507
717	748	3	884641884
178	176	4	882826782
46	1024	5	883614766
506	930	1	877984514
416	140	4	886317030
417	636	3	879648435
389	509	4	880614449
216	943	5	881721799
201	979	2	884114233
911	98	2	892839015
673	292	4	888787376
506	50	5	878044852
776	276	4	892313295
332	235	3	887938723
662	50	3	880570142
334	186	3	891547128
714	472	2	892777730
268	135	4	875309583
387	101	4	886479528
660	3	1	891405958
405	776	1	885549094
313	497	4	891015296
425	686	3	878738757
288	202	5	889225535
904	682	4	879735158
933	53	1	874855104
729	294	2	893286338
318	216	4	884495868
588	133	5	890015894
307	313	5	888095725
62	229	3	879375977
326	317	3	879875243
40	340	2	889041454
709	214	1	879846922
326	265	4	879876489
843	403	2	879444934
534	926	4	877807780
851	332	1	884205263
868	199	5	877105882
385	177	4	879442673
576	15	4	886985104
185	196	4	883524172
882	151	5	879862327
798	810	3	875915855
375	176	4	886621917
134	294	4	891732365
746	449	1	885075476
293	111	2	888905062
523	722	3	883703495
919	508	5	875288570
906	124	4	879435212
815	451	3	878696965
868	178	5	877103714
825	98	5	881101641
843	199	3	879446503
95	707	3	880572009
256	294	3	882150053
223	274	4	891550094
459	1040	2	879563701
501	257	4	883348114
796	565	3	893218556
694	965	4	875727672
334	81	4	891546299
659	1203	4	891385258
49	403	3	888069636
721	989	3	877137527
425	124	2	878737945
749	578	3	878850429
121	428	5	891388333
750	301	4	879445911
405	727	1	885546247
57	258	5	883698581
552	760	3	879222306
704	604	5	891397366
536	596	3	882317312
561	597	3	885810428
145	789	4	875272132
630	1040	4	885667660
417	1018	3	879649247
763	195	4	878918360
628	258	5	880777167
244	168	5	880606118
301	455	5	882074437
311	258	4	884363706
751	487	5	889134705
296	277	5	884198772
48	654	5	879434792
664	326	2	876523225
378	202	3	880046229
279	21	3	875297456
537	325	1	886029153
846	727	4	883948873
144	1138	4	888104684
747	127	5	888639362
322	303	3	887313611
167	554	1	892738237
690	238	5	881177302
918	488	3	891987846
475	127	4	891627857
481	663	4	885828297
500	202	4	883874239
109	367	3	880578121
178	720	3	882827645
25	173	4	885852969
876	238	4	879428406
425	191	3	878738186
478	1	4	889387931
314	845	5	877886483
189	596	3	893264407
398	132	5	875716829
908	427	5	879722642
601	156	4	876348782
325	523	3	891478376
54	255	3	882153415
314	477	3	877886375
59	866	3	888203865
368	637	2	889783617
846	46	4	883949199
381	934	2	892697495
181	1022	1	878962006
222	569	2	878184866
532	1207	2	874790439
660	636	2	891200704
606	206	4	880927552
897	926	4	879993674
729	300	4	893286638
270	1007	5	876954036
109	1228	3	880582758
744	963	5	881170576
177	333	4	880130397
704	318	5	891397491
311	100	1	884963136
186	1385	2	879023968
788	931	2	880871551
336	999	2	877757516
173	678	3	877556988
722	696	4	891281570
878	650	2	880866883
392	268	5	891037385
318	381	1	884497516
7	677	3	891354499
479	201	4	879461142
612	237	3	875324455
460	298	2	882912440
881	395	3	876538322
292	199	5	881105481
790	83	3	885155034
456	150	4	881371453
262	237	3	879961980
25	143	3	885852529
169	705	5	891359354
751	1	3	889132162
859	1132	3	885775513
370	285	3	879435193
60	218	4	883327538
216	475	5	880232768
497	50	5	879310580
642	78	3	886570084
234	198	3	892078837
416	955	4	876699839
22	209	4	878886518
365	294	1	891303614
303	1023	2	879544898
804	526	4	879442792
269	173	1	891449429
13	771	3	882398410
629	160	4	880117361
308	746	4	887739056
586	79	4	884058986
671	29	3	884036050
269	98	4	891448951
378	546	2	880318158
320	1059	4	884748868
942	300	5	891282564
664	237	2	876525002
346	636	3	874950794
486	508	4	879874753
533	174	4	879191184
5	430	5	875636631
169	879	5	891268653
247	271	2	893081411
279	284	1	886015853
423	322	3	891395020
580	323	2	884124383
458	651	3	886397988
741	265	5	891455735
518	717	5	876823963
70	472	3	884148885
699	117	4	879148051
639	580	2	891239581
533	292	4	883583127
384	347	4	891273509
536	52	3	882360187
486	255	3	879874692
130	746	5	876252012
429	702	5	882387757
31	299	4	881547814
269	818	3	891446873
454	939	2	888267386
893	288	3	874827526
508	79	2	883767543
655	1257	3	887433685
440	213	4	891577950
373	694	5	877098643
527	100	5	879455905
774	199	4	888556517
405	780	3	885547691
445	744	2	891200272
693	258	4	875481336
344	148	2	884900248
329	855	4	891656206
707	1257	2	880061190
727	993	4	883709750
265	975	4	875320601
223	237	5	891549657
896	384	2	887160860
551	33	5	892778297
491	657	5	891189306
716	208	5	879795790
299	367	4	878192497
573	194	4	885844431
290	257	4	880731518
123	288	3	879809053
909	339	4	891919406
569	286	5	879792991
378	252	4	880045288
48	71	3	879434850
64	367	4	889739678
804	240	4	879443958
499	624	2	885599372
244	553	5	880606215
379	265	4	883156656
805	56	4	881694423
533	435	4	879438455
64	582	4	889739834
342	818	4	875318488
764	99	4	876246687
707	216	3	886286092
867	188	4	880078796
286	924	4	876521773
474	197	5	887923788
536	631	2	882363934
457	366	4	882549287
212	199	5	879303831
42	588	5	881108147
693	144	4	875483847
312	675	5	891698485
265	237	5	875320462
930	24	1	879535015
943	941	1	888639725
311	31	4	884364570
125	136	5	879454309
940	300	5	884801316
286	111	5	876521858
334	282	4	891544925
299	88	3	889502902
733	16	3	879535969
435	652	4	884131741
707	631	4	886286844
484	578	3	891195444
486	1611	3	879874692
537	778	3	886031106
391	188	3	877399658
903	475	4	891031144
508	1153	4	883768797
618	925	2	891308854
848	65	2	887038527
293	445	4	888906315
7	546	4	891353444
398	197	5	875660226
885	173	4	885713357
117	298	5	886020525
28	568	4	881957147
475	327	4	891451149
417	206	2	879648778
514	70	5	875462826
932	448	2	891251588
160	825	2	876767299
83	1016	4	883868345
648	1258	2	884366613
882	222	5	879861562
148	69	5	877019101
255	827	2	883216958
694	520	5	875726618
881	132	3	876538726
534	760	2	877808098
727	570	2	883713194
897	443	5	879991666
588	326	4	890014782
893	147	3	874828569
14	525	5	890881557
407	382	3	876342706
178	876	2	886678484
862	120	3	879303953
201	1267	3	884141053
286	339	5	884583549
405	521	4	885544698
429	1438	1	882385705
330	100	4	876544277
913	82	3	881368310
791	300	5	879447977
524	277	3	884322379
537	468	2	886032029
191	302	4	891560253
200	265	5	884128372
244	101	5	880603288
943	232	4	888639867
378	274	3	880055597
716	823	3	879794428
276	80	3	874792237
747	301	1	888638335
907	274	5	880158986
770	546	4	875972699
488	498	3	891294707
840	945	3	891204509
640	952	4	886474538
851	109	4	875730379
757	1273	2	888467187
540	471	4	882157706
25	121	4	885853030
408	270	5	889679683
85	328	3	884906441
7	451	5	891353892
298	333	5	884126600
493	170	3	884131089
635	874	3	878878714
378	29	3	880332949
554	728	3	876369995
286	881	5	884583549
480	863	4	891208356
581	285	5	879641533
718	1165	3	883349598
707	799	4	886287876
498	525	4	881961547
505	989	1	888631438
782	890	1	891498865
256	1150	5	882152570
705	655	3	883518852
139	307	4	879537876
321	530	4	879440109
682	520	4	888519725
234	212	2	892334883
821	294	4	874792194
398	65	3	875743739
498	271	2	881962988
633	423	4	877212367
893	50	5	874829883
457	367	4	882396989
18	489	4	880129769
394	651	4	880888223
72	525	4	880037436
807	1409	4	892978256
5	176	3	875635962
103	98	3	880420565
779	15	4	875501782
942	216	4	891282963
343	297	5	876403283
880	191	5	880175597
438	284	2	879868308
864	290	3	888892053
330	70	4	876546470
498	754	2	881962988
711	727	4	879993629
672	269	3	879787460
707	715	3	886286954
727	435	3	883710687
399	508	3	882509971
56	210	5	892676377
450	609	5	882398312
883	407	3	892557605
624	898	1	891961380
679	286	5	884312660
96	519	4	884402896
13	280	4	882399528
268	117	4	875742613
57	121	4	883697432
774	659	3	888555864
524	50	4	884634615
13	529	4	882140206
682	849	2	888522699
900	508	3	877832764
430	237	5	877225965
901	13	1	877129839
379	480	5	885063301
538	56	4	877107408
730	873	2	880310035
79	1008	4	891271982
896	302	2	887157234
299	515	4	877877691
305	269	4	886307948
497	559	4	879362359
561	162	3	885809781
94	484	5	891720996
250	480	5	878090414
432	222	4	889416012
11	11	2	891904271
10	132	5	877893020
597	242	4	875338983
761	877	2	876189931
413	250	3	879969674
587	332	4	892871171
287	235	4	875334248
95	290	3	879193973
892	202	4	886608135
851	815	3	874767550
18	276	5	880130829
506	662	5	878044851
489	332	5	891447823
455	170	3	879111616
121	180	3	891388286
851	273	5	891961663
830	126	5	892502421
684	282	4	875811274
648	29	2	884883149
766	202	3	891310281
432	300	4	889415763
42	215	5	881107413
346	188	4	874948252
76	385	2	882607017
733	1067	5	879535603
264	709	5	886123727
294	237	4	889242035
716	238	4	879797286
846	1110	3	883950390
628	1025	5	880777095
764	31	4	876246687
354	889	5	891217966
275	183	3	880314500
848	501	3	887048073
588	552	1	890031021
450	132	5	882374422
804	1615	4	879441195
160	461	5	876857977
468	195	5	875291902
834	751	3	890860298
276	258	5	874786337
399	380	3	882345164
465	404	2	883532120
691	170	5	875543395
180	778	2	877128388
756	1149	5	874827023
679	268	4	884312834
104	628	4	888465347
806	29	4	882390296
653	152	2	878866951
472	255	5	892791017
826	172	5	885690481
102	229	3	888801623
841	353	1	889067253
577	228	3	880474338
665	1061	4	884292654
514	176	4	875463128
450	823	3	887139729
64	655	4	889739243
155	294	3	879371194
721	991	3	877137214
393	302	4	891364609
43	302	4	887731794
627	470	3	879530264
294	410	4	877819897
253	448	2	891628883
497	1415	2	879363748
5	427	3	875721167
552	181	3	879221399
234	177	3	892079040
379	563	2	880962106
671	628	3	883950232
417	168	4	879647355
6	302	4	883268222
332	685	4	887938277
420	855	5	891357021
308	313	3	887736408
867	528	4	880078371
335	324	1	891567098
188	326	3	875071293
523	155	4	883703091
327	127	4	887747338
59	615	4	888204553
697	273	5	882622481
436	187	5	887768982
174	1053	5	886514358
334	693	3	891547083
297	98	5	875238579
930	137	2	879535734
188	628	5	875074200
450	71	3	882377358
158	111	4	880134261
650	554	2	891382877
172	514	3	875537964
643	629	3	891450168
870	193	5	889717102
312	28	4	891698300
399	660	3	882510250
896	281	2	887161172
280	388	2	891702486
567	195	3	882426782
305	222	2	886323378
393	728	3	889730209
234	832	2	892335501
16	476	3	877720437
661	676	4	886841222
385	1456	4	879447205
715	735	4	875964224
360	405	3	880354347
666	642	5	880139586
299	244	2	877878001
489	752	5	891448109
655	213	4	888474934
267	47	5	878972369
386	118	3	877655085
95	465	3	882803918
116	250	4	876452606
894	1462	3	882404642
647	222	4	876534274
633	1046	4	877212085
310	251	5	879436035
691	604	5	875543025
145	106	4	875270655
831	741	2	891354726
892	79	5	886609622
282	300	3	879949438
747	1134	5	888732609
356	294	1	891406076
886	56	4	876031365
892	568	4	886610451
478	340	5	889398260
380	496	4	885479537
70	538	2	884066399
846	401	5	883949643
219	114	5	889403091
595	547	4	886922069
488	97	4	891293863
49	1018	2	888066755
498	558	4	882205321
385	304	3	879438949
363	1067	3	891496849
201	767	4	884114505
201	772	5	884113343
487	366	3	883530929
823	474	5	878437890
119	455	4	874774719
99	1	4	886518459
823	136	5	878438206
553	646	4	879949251
660	38	2	891201842
169	495	3	891359276
178	427	5	882826162
660	485	3	891200491
768	628	3	880136174
213	192	5	878955474
792	544	4	877910822
339	403	3	891034510
596	294	4	883539079
222	200	3	878181647
76	7	4	875312133
239	382	3	889180578
79	150	3	891271652
733	619	3	879536488
771	69	5	880659606
30	258	5	885941156
452	530	3	875562062
761	15	5	876190314
525	291	2	881086644
203	890	2	880433499
119	204	4	886177659
83	111	3	884647519
666	660	4	880568094
280	1466	5	891700836
493	275	1	884131357
308	31	3	887739472
92	56	5	875653271
795	121	3	880558035
99	873	1	885678436
527	956	4	879455847
666	28	3	880139381
276	186	5	874792018
496	528	4	876065933
178	283	5	882823784
324	288	5	880575002
328	447	2	885045528
521	746	4	884478152
346	566	5	874950766
81	289	3	876533229
932	617	4	891251588
524	382	3	884636596
63	300	4	875748326
660	1411	2	891201294
82	473	2	878768765
611	315	5	891636098
468	121	4	875280628
934	411	3	891190377
436	469	3	887769128
233	212	5	877665324
818	258	4	891870301
677	980	2	889399470
592	48	5	882955735
632	81	5	879458834
271	1117	3	885847763
870	1208	2	879902128
119	827	3	874775815
771	169	5	880659426
786	732	4	882843353
447	144	5	878856078
429	583	3	882386121
95	791	3	880572449
308	806	4	887737594
518	125	5	876823645
294	831	3	889242542
116	390	4	876454090
75	820	3	884050979
58	310	4	884459024
56	732	4	892677147
880	801	3	880175239
766	712	3	891310444
234	142	2	892334852
286	1014	5	879781125
932	357	5	891280138
430	748	3	877225239
450	1126	4	887661961
747	842	5	888640916
504	248	4	887831622
207	100	2	875503786
653	181	4	878854145
523	582	4	883701154
617	423	1	883789294
339	589	5	891032221
392	50	5	891038110
688	359	5	884153606
115	969	1	881172183
587	343	4	892871337
869	127	5	884493279
18	9	5	880130550
452	136	4	875266060
353	333	4	891402757
243	387	4	879988752
474	174	5	887925750
212	197	5	879303795
297	83	4	875774306
450	699	4	882395537
707	529	4	886287376
677	286	1	889399113
115	20	3	881171009
887	127	3	881377854
187	241	3	879465858
756	118	2	874828967
399	237	3	882510490
880	398	3	880167965
2	237	4	888552017
357	294	4	878951101
381	139	3	892697358
158	665	2	880134532
92	455	2	876769302
468	1008	4	875283843
919	1136	2	875374269
295	25	5	879518042
286	217	3	877533447
367	406	4	876689878
56	53	3	892679163
401	499	3	891033319
782	271	2	891498213
294	827	1	889243393
919	191	5	875373824
536	386	4	882361162
463	150	2	889943683
429	235	3	882386966
608	489	5	880403765
463	472	3	877385922
301	546	4	882078228
505	510	3	889334477
653	654	2	880606620
128	97	3	879968125
876	435	4	879428421
459	651	3	879564309
577	651	5	880475043
6	1	4	883599478
889	473	4	880177503
798	1089	3	875295616
497	87	3	879363565
1	56	4	875072716
632	549	3	879459210
881	200	2	876538185
879	117	4	887761865
633	328	4	875324298
588	597	4	890026543
141	282	5	884585642
44	183	4	883613372
863	348	2	889289456
650	563	3	891388170
592	425	5	882956467
406	72	3	880131954
94	1221	3	891721216
934	216	1	891191511
537	638	3	886030682
684	66	4	878762033
189	489	5	893265452
158	83	5	880134913
393	929	3	887745230
163	272	4	891219977
493	405	2	884130619
905	1051	2	884984329
655	113	3	891585477
774	195	3	888557236
279	42	4	875308843
280	1313	5	891700184
588	94	2	890027865
401	144	5	891033523
723	286	3	880498746
64	778	5	889739806
327	260	1	887743705
864	710	2	888888115
164	331	5	889401193
405	525	1	885548632
587	355	3	892871610
710	887	2	882063612
1	251	4	875071843
157	286	5	874813268
690	204	3	881177430
454	497	3	881959876
23	235	1	874784712
486	251	5	879874582
294	895	4	889241309
782	1160	2	891500150
201	960	2	884112077
497	472	3	879310650
416	509	5	893214041
749	419	5	878847765
540	257	4	882157584
498	171	3	881955866
249	357	4	879572142
180	186	4	877127189
327	710	4	887747410
398	502	3	875717717
774	177	4	888557277
18	187	5	880130393
851	123	4	875730379
428	326	3	892572448
38	188	2	892431953
601	163	4	876350400
268	33	3	875310645
338	523	3	879438366
178	465	3	882827506
144	304	4	888103466
910	3	2	881421019
223	282	4	891549627
479	195	4	879460939
694	496	4	875727640
211	69	3	879460213
553	111	4	879948869
721	306	3	877137285
498	479	3	881957054
683	316	4	893286208
724	299	1	883758119
852	926	3	891036902
833	324	3	875035487
374	276	4	880393056
189	1021	5	893266251
357	245	4	878951101
843	270	4	879442947
257	288	3	879029516
476	780	3	883365274
755	304	4	882569881
60	604	4	883327997
72	642	4	880037479
901	287	3	877126935
271	274	3	885848014
622	1216	4	882590344
758	176	5	882055987
738	662	4	875350418
685	886	1	879451211
280	118	2	891701027
535	518	5	879618569
450	1226	4	887660820
802	447	2	875985686
303	833	2	879484327
931	300	5	891037521
684	225	3	875811341
853	340	1	879364744
201	679	3	884310104
85	205	4	879454004
608	9	4	880403765
787	1024	2	888979606
87	172	5	879875737
16	183	5	877720733
130	3	5	876250897
553	100	5	879948869
457	553	5	882396314
207	475	2	875503932
790	191	3	885155209
707	811	4	886287531
892	81	3	886608473
425	748	3	890346567
332	370	2	887938849
606	100	5	878146986
889	1195	3	880182317
54	288	4	880928957
589	307	1	883352402
